date,open
'2019-04-12',3
'2019-04-13',3
'2019-04-14',3
'2019-04-15',3
'2019-04-16',3
'2019-04-17',3
'2019-04-18',3
'2019-04-19',3
'2019-04-23',3
'2019-04-24',3
'2019-04-25',3
'2019-04-26',3
'2019-04-27',3
'2019-04-28',3
'2019-04-29',3
'2019-04-30',3
'2019-05-01',3
'2019-05-02',3
'2019-05-03',3
'2019-05-04',3
'2019-05-05',3
'2019-05-06',3
'2019-05-07',3
'2019-05-08',3
'2019-05-09',3
'2019-05-10',3
'2019-05-11',3
'2019-05-12',3
'2019-05-13',3
'2019-05-14',3
'2019-05-15',3
'2019-05-16',3
'2019-05-17',3
'2019-05-20',3
'2019-05-21',3
'2019-05-22',3
'2019-05-23',3
'2019-05-24',3
'2019-05-27',3
'2019-05-28',3
'2019-05-29',3
'2019-05-30',3
'2019-05-31',3
'2019-06-01',3
'2019-06-02',3
'2019-06-03',3
'2019-06-04',3
'2019-06-05',3
'2019-06-06',3
'2019-06-07',3
'2019-06-08',3
'2019-06-09',3
'2019-06-10',3
'2019-06-11',3
'2019-06-12',3
'2019-06-13',3
'2019-06-14',3
'2019-06-15',3
'2019-06-16',3
'2019-06-17',3
'2019-06-18',3
'2019-06-19',3
'2019-06-20',3
'2019-06-21',3
'2019-06-22',3
'2019-06-23',3
'2019-06-24',3
'2019-06-25',3
'2019-06-26',3
'2019-06-27',3
'2019-06-28',3
'2019-06-29',3
'2019-06-30',3
'2019-07-01',3
'2019-07-02',3
'2019-07-03',3
'2019-07-04',3
'2019-07-05',3
'2019-07-06',3
'2019-07-07',3
'2019-07-08',3
'2019-07-09',3
'2019-07-10',3
'2019-07-11',3
'2019-07-12',3
'2019-07-13',3
'2019-07-15',3
'2019-07-16',3
'2019-07-17',3
'2019-07-18',3
'2019-07-19',3
'2019-07-20',3
'2019-07-21',3
'2019-07-22',3
'2019-07-23',3
'2019-07-24',3
'2019-07-25',3
'2019-07-26',3
'2019-07-27',3
'2019-07-29',3
'2019-07-30',3
'2019-07-31',3
'2019-08-01',3
'2019-08-02',3
'2019-08-03',3
'2019-08-04',3
'2019-08-05',3
'2019-08-06',3
'2019-08-07',3
'2019-08-08',3
'2019-08-09',3
'2019-08-10',3
'2019-08-11',3
'2019-08-12',3
'2019-08-13',3
'2019-08-14',3
'2019-08-15',3
'2019-08-16',3
'2019-08-17',3
'2019-08-19',3
'2019-08-20',3
'2019-08-22',3
'2019-08-23',3
'2019-08-26',3
'2019-08-27',3
'2019-08-28',3
'2019-08-29',3
'2019-08-30',3
'2019-08-31',3
'2019-09-01',3
'2019-09-02',3
'2019-09-03',3
'2019-09-04',3
'2019-09-05',3
'2019-09-06',3
'2019-09-07',3
'2019-09-09',3
'2019-09-10',3
'2019-09-12',3
'2019-09-13',3
'2019-09-14',3
'2019-09-15',3
'2019-09-16',3
'2019-09-17',3
'2019-09-18',3
'2019-09-19',3
'2019-09-20',3
'2019-09-21',3
'2019-09-22',3
'2019-09-23',3
'2019-09-24',3
'2019-09-26',3
'2019-09-27',3
'2019-09-28',3
'2019-09-29',3
'2019-09-30',3
'2019-10-01',3
'2019-10-02',3
'2019-10-03',3
'2019-10-04',3
'2019-10-05',3
'2019-10-06',3
'2019-10-07',3
'2019-10-08',3
'2019-10-09',3
'2019-10-10',3
'2019-10-11',3
'2019-10-14',3
'2019-10-15',3
'2019-10-16',3
'2019-10-17',3
'2019-10-18',3
'2019-10-19',3
'2019-10-20',3
'2019-10-21',3
'2019-10-22',3
'2019-10-23',3
'2019-10-24',3
'2019-10-25',3
'2019-10-26',3
'2019-10-27',3
'2019-10-28',3
'2019-10-29',3
'2019-10-30',3
'2019-10-31',3
'2019-11-01',3
'2019-11-02',3
'2019-11-03',3
'2019-11-04',3
'2019-11-05',3
'2019-11-06',3
'2019-11-07',3
'2019-11-08',3
'2019-11-10',3
'2019-11-11',3
'2019-11-12',3
'2019-11-13',3
'2019-11-14',3
'2019-11-15',3
'2019-11-16',3
'2019-11-17',3
'2019-11-18',3
'2019-11-19',3
'2019-11-20',3
'2019-11-21',3
'2019-11-22',3
'2019-11-23',3
'2019-11-24',3
'2019-11-25',3
'2019-11-26',3
'2019-11-27',3
'2019-11-28',3
'2019-11-29',3
'2019-11-30',3
'2019-12-01',3
'2019-12-02',3
'2019-12-03',3
'2019-12-04',3
'2019-12-05',4
'2019-12-06',4
'2019-12-07',4
'2019-12-08',4
'2019-12-09',4
'2019-12-10',4
'2019-12-11',4
'2019-12-12',4
'2019-12-13',4
'2019-12-14',4
'2019-12-16',4
'2019-12-17',4
'2019-12-18',4
'2019-12-19',4
'2019-12-20',4
'2019-12-21',4
'2019-12-22',4
'2019-12-23',4
'2020-01-03',4
'2020-01-07',4
'2020-01-08',4
'2020-01-09',4
'2020-01-10',4
'2020-01-12',4
'2020-01-13',4
'2020-01-14',4
'2020-01-15',4
'2020-01-16',4
'2020-01-17',4
'2020-01-19',4
'2020-01-20',4
'2020-01-21',4
'2020-01-22',4
'2020-01-23',4
'2020-01-24',4
'2020-01-25',4
'2020-01-26',4
'2020-01-27',4
'2020-01-28',4
'2020-01-29',4
'2020-01-30',4
'2020-01-31',4
'2020-02-01',4
'2020-02-02',4
'2020-02-03',4
'2020-02-04',4
'2020-02-05',4
'2020-02-06',4
'2020-02-07',4
'2020-02-09',4
'2020-02-10',4
'2020-02-11',4
'2020-02-12',5
'2020-02-13',6
'2020-02-14',6
'2020-02-15',6
'2020-02-16',6
'2020-02-17',6
'2020-02-18',6
'2020-02-19',6
'2020-02-20',6
'2020-02-21',6
'2020-02-22',6
'2020-02-23',6
'2020-02-24',6
'2020-02-25',6
'2020-02-26',6
'2020-02-27',6
'2020-02-28',6
'2020-02-29',6
'2020-03-01',6
'2020-03-02',6
'2020-03-03',6
'2020-03-04',6
'2020-03-05',6
'2020-03-06',8
'2020-03-08',8
'2020-03-09',8
'2020-03-10',8
'2020-03-11',8
'2020-03-12',8
'2020-03-13',8
'2020-03-14',8
'2020-03-15',8
'2020-03-16',8
'2020-03-17',8
'2020-03-18',8
'2020-03-19',8
'2020-03-20',9
'2020-03-21',9
'2020-03-22',9
'2020-03-23',9
'2020-03-24',9
'2020-03-25',9
'2020-03-26',9
'2020-03-27',9
'2020-03-28',9
'2020-03-29',9
'2020-03-30',9
'2020-03-31',9
'2020-04-01',9
'2020-04-02',9
'2020-04-03',9
'2020-04-04',9
'2020-04-06',9
'2020-04-07',9
'2020-04-08',9
'2020-04-09',9
'2020-04-10',9
'2020-04-11',9
'2020-04-12',9
'2020-04-13',9
'2020-04-14',9
'2020-04-15',9
'2020-04-16',9
'2020-04-17',9
'2020-04-18',9
'2020-04-19',9
'2020-04-20',9
'2020-04-21',9
'2020-04-22',9
'2020-04-23',9
'2020-04-24',9
'2020-04-25',9
'2020-04-26',9
'2020-04-27',9
'2020-04-28',9
'2020-04-29',9
'2020-04-30',9
'2020-05-01',9
'2020-05-02',9
'2020-05-03',9
'2020-05-04',9
'2020-05-05',9
'2020-05-06',9
'2020-05-07',9
'2020-05-08',9
'2020-05-10',9
'2020-05-11',9
'2020-05-12',9
'2020-05-13',9
'2020-05-14',9
'2020-05-15',9
'2020-05-18',9
'2020-05-19',9
'2020-05-20',9
'2020-05-21',9
'2020-05-22',9
'2020-05-23',9
'2020-05-24',9
'2020-05-25',9
'2020-05-26',9
'2020-05-27',9
'2020-05-28',9
'2020-05-29',9
'2020-05-30',9
'2020-05-31',9
'2020-06-01',9
'2020-06-02',9
'2020-06-03',9
'2020-06-04',9
'2020-06-05',9
'2020-06-06',9
'2020-06-08',9
'2020-06-09',9
'2020-06-10',9
'2020-06-11',9
'2020-06-12',9
'2020-06-14',9
'2020-06-15',9
'2020-06-16',9
'2020-06-17',9
'2020-06-18',9
'2020-06-19',9
'2020-06-20',9
'2020-06-21',9
'2020-06-22',9
'2020-06-23',9
'2020-06-24',9
'2020-06-25',9
'2020-06-26',9
'2020-06-27',9
'2020-06-28',9
'2020-06-29',9
'2020-06-30',9
'2020-07-01',9
'2020-07-02',9
'2020-07-03',9
'2020-07-06',9
'2020-07-07',9
'2020-07-08',9
'2020-07-09',9
'2020-07-10',9
'2020-07-11',9
'2020-07-12',9
'2020-07-13',9
'2020-07-14',9
'2020-07-15',9
'2020-07-16',9
'2020-07-17',9
'2020-07-19',9
'2020-07-20',9
'2020-07-21',9
'2020-07-22',9
'2020-07-23',9
'2020-07-24',9
'2020-07-25',9
'2020-07-26',9
'2020-07-27',9
'2020-07-28',9
'2020-07-29',9
'2020-07-30',12
'2020-07-31',12
'2020-08-01',12
'2020-08-02',12
'2020-08-03',12
'2020-08-04',12
'2020-08-05',12
'2020-08-06',12
'2020-08-07',12
'2020-08-08',12
'2020-08-10',12
'2020-08-11',12
'2020-08-12',12
'2020-08-13',12
'2020-08-14',12
'2020-08-17',12
'2020-08-18',12
'2020-08-19',12
'2020-08-20',12
'2020-08-21',12
'2020-08-22',12
'2020-08-23',12
'2020-08-24',13
'2020-08-25',13
'2020-08-26',13
'2020-08-27',13
'2020-08-28',13
'2020-08-29',13
'2020-08-31',13
'2020-09-01',13
'2020-09-02',13
'2020-09-03',13
'2020-09-04',13
'2020-09-05',13
'2020-09-07',13
'2020-09-08',13
'2020-09-09',13
'2020-09-10',13
'2020-09-11',13
'2020-09-12',13
'2020-09-13',13
'2020-09-14',13
'2020-09-15',13
'2020-09-16',13
'2020-09-17',13
'2020-09-18',13
'2020-09-21',13
'2020-09-22',13
'2020-09-23',13
'2020-09-24',13
'2020-09-25',13
'2020-09-26',13
'2020-09-27',13
'2020-09-28',13
'2020-09-29',13
'2020-09-30',13
'2020-10-01',13
'2020-10-02',13
'2020-10-03',13
'2020-10-05',13
'2020-10-06',13
'2020-10-07',13
'2020-10-08',13
'2020-10-09',13
'2020-10-10',13
'2020-10-11',13
'2020-10-12',13
'2020-10-13',13
'2020-10-14',13
'2020-10-15',13
'2020-10-16',13
'2020-10-17',13
'2020-10-18',13
'2020-10-19',13
'2020-10-20',13
'2020-10-21',13
'2020-10-22',13
'2020-10-23',13
'2020-10-25',13
'2020-10-26',13
'2020-10-27',13
'2020-10-28',13
'2020-10-29',14
'2020-10-30',14
'2020-10-31',14
'2020-11-01',14
'2020-11-02',14
'2020-11-03',14
'2020-11-04',14
'2020-11-05',14
'2020-11-06',14
'2020-11-07',14
'2020-11-08',14
'2020-11-09',14
'2020-11-10',14
'2020-11-11',14
'2020-11-12',14
'2020-11-13',14
'2020-11-14',14
'2020-11-15',14
'2020-11-16',14
'2020-11-17',14
'2020-11-18',14
'2020-11-19',14
'2020-11-20',14
'2020-11-21',14
'2020-11-22',14
'2020-11-23',14
'2020-11-24',14
'2020-11-25',14
'2020-11-26',14
'2020-11-27',14
'2020-11-28',14
'2020-11-29',14
'2020-11-30',14
'2020-12-01',14
'2020-12-02',14
'2020-12-03',14
'2020-12-04',14
'2020-12-05',15
'2020-12-07',15
'2020-12-08',15
'2020-12-09',16
'2020-12-10',16
'2020-12-11',16
'2020-12-12',16
'2020-12-13',17
'2020-12-14',17
'2020-12-15',17
'2020-12-16',17
'2020-12-17',17
'2020-12-18',18
'2020-12-20',18
'2020-12-21',18
'2020-12-22',18
'2020-12-23',18
'2020-12-24',18
'2020-12-29',18
'2021-01-02',18
'2021-01-04',18
'2021-01-05',18
'2021-01-06',18
'2021-01-07',18
'2021-01-08',18
'2021-01-09',18
'2021-01-10',18
'2021-01-11',18
'2021-01-12',18
'2021-01-13',18
'2021-01-14',18
'2021-01-15',18
'2021-01-16',18
'2021-01-17',18
'2021-01-18',18
'2021-01-19',18
'2021-01-20',18
'2021-01-21',18
'2021-01-22',18
'2021-01-24',18
'2021-01-25',18
'2021-01-26',18
'2021-01-27',18
'2021-01-28',18
'2021-01-29',18
'2021-01-30',18
'2021-02-01',18
'2021-02-02',18
'2021-02-03',18
'2021-02-04',18
'2021-02-05',18
'2021-02-07',18
'2021-02-08',18
'2021-02-09',18
'2021-02-10',18
'2021-02-11',18
'2021-02-12',18
'2021-02-13',18
'2021-02-14',18
'2021-02-15',19
'2021-02-16',19
'2021-02-17',19
'2021-02-18',19
'2021-02-19',19
'2021-02-20',19
'2021-02-21',19
'2021-02-22',19
'2021-02-23',19
'2021-02-24',19
'2021-02-25',19
'2021-02-26',20
'2021-02-28',20
'2021-03-01',20
'2021-03-02',20
'2021-03-03',20
'2021-03-04',20
'2021-03-05',20
'2021-03-06',20
'2021-03-08',20
'2021-03-09',21
'2021-03-10',21
'2021-03-11',21
'2021-03-12',21
'2021-03-13',21
'2021-03-15',21
'2021-03-16',22
'2021-03-17',22
'2021-03-18',22
'2021-03-19',22
'2021-03-20',22
'2021-03-21',22
'2021-03-22',22
'2021-03-23',22
'2021-03-24',22
'2021-03-25',23
'2021-03-26',23
'2021-03-27',23
'2021-03-28',23
'2021-03-29',23
'2021-03-30',23
'2021-03-31',23
'2021-04-01',23
'2021-04-02',23
'2021-04-03',23
'2021-04-04',23
'2021-04-05',23
'2021-04-06',23
'2021-04-07',23
'2021-04-08',23
'2021-04-09',23
'2021-04-10',23
'2021-04-11',23
'2021-04-12',23
'2021-04-13',23
'2021-04-14',23
'2021-04-15',23
'2021-04-16',23
'2021-04-17',23
'2021-04-19',23
'2021-04-20',23
'2021-04-21',24
'2021-04-22',24
'2021-04-23',24
'2021-04-24',24
'2021-04-25',24
'2021-04-26',24
'2021-04-27',24
'2021-04-28',24
'2021-04-29',25
'2021-04-30',25
'2021-05-01',25
'2021-05-02',25
'2021-05-03',25
'2021-05-04',25
'2021-05-05',25
'2021-05-06',25
'2021-05-07',25
'2021-05-08',25
'2021-05-09',25
'2021-05-10',25
'2021-05-11',25
'2021-05-12',26
'2021-05-13',26
'2021-05-14',26
'2021-05-15',26
'2021-05-16',26
'2021-05-17',26
'2021-05-18',26
'2021-05-19',26
'2021-05-20',26
'2021-05-21',26
'2021-05-22',26
'2021-05-23',26
'2021-05-24',26
'2021-05-25',26
'2021-05-26',26
'2021-05-27',26
'2021-05-28',26
'2021-05-30',26
'2021-05-31',26
'2021-06-01',26
'2021-06-02',26
'2021-06-03',26
'2021-06-04',26
'2021-06-05',26
'2021-06-07',26
'2021-06-08',26
'2021-06-09',26
'2021-06-10',26
'2021-06-11',26
'2021-06-13',26
'2021-06-14',26
'2021-06-15',26
'2021-06-16',26
'2021-06-17',26
'2021-06-18',26
'2021-06-19',26
'2021-06-21',26
'2021-06-22',28
'2021-06-23',28
'2021-06-24',29
'2021-06-25',29
'2021-06-26',29
'2021-06-28',29
'2021-06-29',29
'2021-06-30',29
'2021-07-01',29
'2021-07-02',29
'2021-07-03',29
'2021-07-04',29
'2021-07-05',29
'2021-07-06',29
'2021-07-07',29
'2021-07-08',29
'2021-07-09',29
'2021-07-12',29
'2021-07-13',29
'2021-07-14',29
'2021-07-15',29
'2021-07-16',29
'2021-07-18',29
'2021-07-19',29
'2021-07-20',29
'2021-07-21',29
'2021-07-22',29
'2021-07-23',29
'2021-07-24',29
'2021-07-25',29
'2021-07-26',29
'2021-07-27',29
'2021-07-28',29
'2021-07-29',29
'2021-07-30',29
'2021-07-31',29
'2021-08-02',29
'2021-08-03',29
'2021-08-04',29
'2021-08-05',29
'2021-08-06',29
'2021-08-07',29
'2021-08-08',29
'2021-08-09',29
'2021-08-10',29
'2021-08-11',29
'2021-08-12',29
'2021-08-13',29
'2021-08-16',29
'2021-08-17',29
'2021-08-18',29
'2021-08-19',29
'2021-08-20',29
'2021-08-23',29
'2021-08-24',29
'2021-08-25',29
'2021-08-26',29
'2021-08-27',29
'2021-08-28',29
'2021-08-30',29
'2021-08-31',29
'2021-09-01',29
'2021-09-02',30
'2021-09-03',30
'2021-09-04',30
'2021-09-05',30
'2021-09-06',30
'2021-09-07',30
'2021-09-08',30
'2021-09-09',30
'2021-09-10',30
'2021-09-12',30
'2021-09-13',30
'2021-09-14',30
'2021-09-15',30
'2021-09-16',30
'2021-09-17',30
'2021-09-19',30
'2021-09-20',30
'2021-09-21',30
'2021-09-22',30
'2021-09-23',30
'2021-09-24',30
'2021-09-25',30
'2021-09-27',30
'2021-09-28',30
'2021-09-29',30
'2021-09-30',30
'2021-10-01',30
'2021-10-02',30
'2021-10-03',30
'2021-10-04',30
'2021-10-05',30
'2021-10-06',31
'2021-10-07',31
'2021-10-08',31
'2021-10-09',31
'2021-10-10',31
'2021-10-11',31
'2021-10-12',31
'2021-10-13',31
'2021-10-14',31
'2021-10-15',31
'2021-10-16',31
'2021-10-17',31
'2021-10-18',31
'2021-10-19',31
'2021-10-20',31
'2021-10-21',31
'2021-10-22',31
'2021-10-23',31
'2021-10-24',31
'2021-10-25',31
'2021-10-26',31
'2021-10-27',32
'2021-10-28',32
'2021-10-29',32
'2021-10-30',32
'2021-11-01',32
'2021-11-02',33
'2021-11-03',33
'2021-11-04',33
'2021-11-05',33
'2021-11-06',33
'2021-11-07',33
'2021-11-08',33
'2021-11-09',33
'2021-11-10',33
'2021-11-11',33
'2021-11-12',33
'2021-11-13',33
'2021-11-14',33
'2021-11-15',33
'2021-11-16',33
'2021-11-17',33
'2021-11-18',33
'2021-11-19',33
'2021-11-20',33
'2021-11-21',33
'2021-11-22',33
'2021-11-23',33
'2021-11-24',33
'2021-11-25',34
'2021-11-26',34
'2021-11-27',34
'2021-11-28',34
'2021-11-29',34
'2021-11-30',34
'2021-12-01',34
'2021-12-02',34
'2021-12-03',34
'2021-12-05',34
'2021-12-06',34
'2021-12-07',34
'2021-12-08',34
'2021-12-09',34
'2021-12-10',34
'2021-12-12',34
'2021-12-13',34
'2021-12-14',34
'2021-12-15',34
'2021-12-16',34
'2021-12-17',34
'2021-12-18',34
'2021-12-20',35
'2021-12-21',35
'2021-12-22',35
'2021-12-23',35
'2021-12-24',35
'2021-12-27',35
'2021-12-28',35
'2021-12-29',35
'2021-12-30',35
'2022-01-01',35
'2022-01-03',35
'2022-01-04',35
'2022-01-05',35
'2022-01-06',35
'2022-01-07',35
'2022-01-09',35
'2022-01-10',35
'2022-01-11',35
'2022-01-12',35
'2022-01-13',35
'2022-01-14',35
'2022-01-15',35
'2022-01-16',35
'2022-01-17',35
'2022-01-18',35
'2022-01-19',35
'2022-01-20',36
'2022-01-21',36
'2022-01-24',36
'2022-01-25',36
'2022-01-26',36
'2022-01-27',36
'2022-01-28',36
'2022-01-29',36
'2022-01-30',36
'2022-01-31',38
'2022-02-01',38
'2022-02-02',39
'2022-02-03',39
'2022-02-04',39
'2022-02-05',39
'2022-02-06',39
'2022-02-07',39
'2022-02-08',39
'2022-02-09',39
'2022-02-10',39
'2022-02-11',39
'2022-02-12',39
'2022-02-13',39
'2022-02-14',39
'2022-02-15',39
'2022-02-16',39
'2022-02-17',39
'2022-02-18',39
'2022-02-19',39
'2022-02-20',39
'2022-02-21',39
'2022-02-22',39
'2022-02-23',39
'2022-02-24',39
'2022-02-25',39
'2022-02-27',39
'2022-02-28',39
'2022-03-01',39
'2022-03-02',39
'2022-03-03',39
'2022-03-04',39
'2022-03-05',39
'2022-03-06',39
'2022-03-07',39
'2022-03-08',39
'2022-03-09',39
'2022-03-10',39
'2022-03-11',39
'2022-03-12',39
'2022-03-13',39
'2022-03-14',39
'2022-03-15',39
'2022-03-16',39
'2022-03-17',40
'2022-03-18',40
'2022-03-19',40
'2022-03-20',40
'2022-03-21',40
'2022-03-22',40
'2022-03-23',40
'2022-03-24',41
'2022-03-25',41
'2022-03-26',41
'2022-03-27',41
'2022-03-28',42
'2022-03-29',42
'2022-03-30',42
'2022-03-31',42
'2022-04-01',42
'2022-04-02',42
'2022-04-03',42
'2022-04-04',42
'2022-04-05',42
'2022-04-06',42
'2022-04-07',43
'2022-04-08',43
'2022-04-09',43
'2022-04-10',43
'2022-04-11',43
'2022-04-12',43
'2022-04-13',43
'2022-04-14',43
'2022-04-15',43
'2022-04-16',43
'2022-04-17',43
'2022-04-18',43
'2022-04-19',43
'2022-04-20',43
'2022-04-21',43
'2022-04-22',43
'2022-04-23',43
'2022-04-24',43
'2022-04-25',43
'2022-04-26',43
'2022-04-27',44
'2022-04-28',44
'2022-04-29',44
'2022-04-30',44
'2022-05-01',44
'2022-05-02',44
'2022-05-03',44
'2022-05-04',44
'2022-05-05',44
'2022-05-06',44
'2022-05-07',44
'2022-05-08',44
'2022-05-09',44
'2022-05-10',44
'2022-05-11',44
'2022-05-12',44
'2022-05-13',44
'2022-05-14',44
'2022-05-16',45
'2022-05-17',45
'2022-05-18',45
'2022-05-19',45
'2022-05-20',45
'2022-05-21',45
'2022-05-22',45
'2022-05-23',45
'2022-05-24',45
'2022-05-25',45
'2022-05-26',45
'2022-05-27',45
'2022-05-28',45
'2022-05-29',45
'2022-05-30',45
'2022-05-31',45
'2022-06-01',46
'2022-06-02',46
'2022-06-03',46
'2022-06-04',46
'2022-06-05',46
'2022-06-06',46
'2022-06-07',46
'2022-06-08',46
'2022-06-09',46
'2022-06-10',46
'2022-06-11',46
'2022-06-13',46
'2022-06-14',46
'2022-06-15',46
'2022-06-16',47
'2022-06-17',47
'2022-06-18',47
'2022-06-19',47
'2022-06-20',47
'2022-06-21',48
'2022-06-22',48
'2022-06-23',48
'2022-06-24',50
'2022-06-25',50
'2022-06-26',50
'2022-06-27',50
'2022-06-28',50
'2022-06-29',50
'2022-06-30',51
'2022-07-01',51
'2022-07-04',52
'2022-07-05',52
'2022-07-06',52
'2022-07-07',52
'2022-07-08',53
'2022-07-09',53
'2022-07-10',53
'2022-07-11',53
'2022-07-12',53
'2022-07-13',53
'2022-07-14',53
'2022-07-15',53
'2022-07-16',53
'2022-07-17',53
'2022-07-18',53
'2022-07-19',53
'2022-07-20',53
'2022-07-21',53
'2022-07-22',53
'2022-07-23',53
'2022-07-25',53
'2022-07-26',53
'2022-07-27',53
'2022-07-28',54
'2022-07-29',54
'2022-07-31',54
'2022-08-01',55
'2022-08-02',55
'2022-08-03',55
'2022-08-04',57
'2022-08-05',58
'2022-08-06',58
'2022-08-07',58
'2022-08-08',58
'2022-08-09',58
'2022-08-10',58
'2022-08-11',58
'2022-08-12',58
'2022-08-13',58
